title,company,location,link
Data Science Internship - Year Round,CME Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=c8f4de832243a5fb
WIM Invest Research Analyst 1,Wells Fargo,"Chicago, IL",https://www.indeed.com/viewJob?jk=0c242224de3f0db7
Quality Assurance Manager,Balyasny,"Chicago, IL",https://www.indeed.com/viewJob?jk=748cb155301a9d24
Strategic Analytics Consultant,Deloitte,"Chicago, IL",https://www.indeed.com/viewJob?jk=23ae63b6da05f902
SR. SOFTWARE ENGINEER – RUBY ON RAILS/JAVA/PYTHON,InspiHER Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=95f2233efb4e6dd7
WIM Invest Research Analyst 1,Wells Fargo,"Chicago, IL",https://www.indeed.com/viewJob?jk=0c242224de3f0db7
Software Developer,Panopta,"Chicago, IL",https://www.indeed.com/viewJob?jk=006fdac1e5686447
"Research Professional - EPIC, CIL-1",The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=3b0bd31d8cc22ab6
Software Developer Intern,DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=7c2777b76d4514a5
Trade Support Analyst,SpiderRock Holdings LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=b117df87184ff21d
Product Analyst,Pangea Money Transfer,"Chicago, IL",https://www.indeed.com/viewJob?jk=cfbe4ae2356c97c4
Creative Software Engineer,We Are Envoy,"Chicago, IL",https://www.indeed.com/viewJob?jk=6d9ccc91071febfb
Software Engineer (Full Stack),The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=68b27762dd94bed3
Full Stack Developer,Drift Net Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=464d1f3b3c2dca2f
Security Intern,Urbane Security,"Chicago, IL",https://www.indeed.com/viewJob?jk=3a0e0563bdebf661
Software Developer,TradeLink LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=f819ede1ea17f0a8
Full Stack Engineer - Javascript/Python,Zumper,"Chicago, IL",https://www.indeed.com/viewJob?jk=18dd00b97af9d56f
Technical Engineer I,Crawford & Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=8dc51ee0b18f44b0
Software Engineer Intern,PayPal,"Chicago, IL",https://www.indeed.com/viewJob?jk=5b9106050ecc82a9
Graduate Hourly - CBA IT Support,University of Illinois at Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=114bf36a81a34b29
Quality Assurance Manager,Balyasny,"Chicago, IL",https://www.indeed.com/viewJob?jk=748cb155301a9d24
"Analyst, DS&A",iProspect,"Chicago, IL",https://www.indeed.com/viewJob?jk=742480764e9cffbf
Junior Trader - Chicago,XR Trading LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=f853eaa325726658
"Development Internship - Python, Summer 2021",Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=e8d80800f104d635
Sr Cybersecurity Vulnerability Specialist - Hadoop,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL",https://www.indeed.com/viewJob?jk=b600fdf953cf4211
Data Analyst - Advanced Analytics,Univar Solutions,"Downers Grove, IL",https://www.indeed.com/viewJob?jk=362d1f71efc7aeba
RPA Developer,TEKNETT...Automation Talent Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=6b96cee16674b45b
Technology Experience for Women - Summer 2021 Internship,Capital Management,"Chicago, IL",https://www.indeed.com/viewJob?jk=470a5752e1bc635f
Campus: Quantitative Trader (2021 Start),Optiver US,"Chicago, IL",https://www.indeed.com/viewJob?jk=99c160428d042a83
Software Engineer,SpiderRock Holdings LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=000de37d355c2a39
Digital Data & Visualization Journalist,Nexstar Broadcasting,"Chicago, IL",https://www.indeed.com/viewJob?jk=21b0a1dab1ca7642
Marketing Intern (Data Science),"Grubhub Holdings, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=a93e9a7cc9527597
Electronic Option Trader,Wolverine Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=e2424f35e550c392
Expert Python and C# front / back-end software developer,Northern Trust Corp.,"Chicago, IL",https://www.indeed.com/viewJob?jk=0c61c391da6fa759
Associate - CIMD4903294,Goldman Sachs,"Chicago, IL",https://www.indeed.com/viewJob?jk=4658b670f631a42d
Field Sales Representative - Education Partnerships,Tynker,"Chicago, IL",https://www.indeed.com/viewJob?jk=9937952f76be4c35
Sr. Business Data Analyst,"Raise Marketplace, LLC","Chicago, IL",https://www.indeed.com/viewJob?jk=3bfbffc817cb2561
Quantitative Researcher - Credit,Chicago Trading Company (CTC),"Chicago, IL",https://www.indeed.com/viewJob?jk=89d16be547a66eb1
Quantitative Trader,Polaris7,"Chicago, IL",https://www.indeed.com/viewJob?jk=e96513ef446aac14
Security Strategist,Splunk,"Chicago, IL",https://www.indeed.com/viewJob?jk=4efde3e0910ec98a
Python Software Developer,Old Mission Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=fadb0bfeb1f60eec
Analyst - Decision Sciences,DIVIDEND FINANCE LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=cb148be44d32148a
QA Automation Engineer,Morningstar,"Chicago, IL",https://www.indeed.com/viewJob?jk=5e2b6f61012daf25
Software Engineer,Medical Informatics Engineering,"Chicago, IL",https://www.indeed.com/viewJob?jk=92dfcc2238eb857a
Custom Development / Naos Support Software Engineer (REST/C++/C#/Python),Forsk,"Chicago, IL",https://www.indeed.com/viewJob?jk=dcf4de65acc55053
Software Development Engineer,"Groupon, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=466cb150266cab46
Republican Party Fall Internship,Illinois House Republican Organization,"Chicago, IL",https://www.indeed.com/viewJob?jk=40cd6324fca92a39
AWS Cloud Engineer,Lenora Systems Inc,"Chicago, IL",https://www.indeed.com/viewJob?jk=3792752f0a81bb33
Senior Cryptoasset Research Analyst,DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=6a8fa84bebb8a501
Junior Associate - Penetration Testing,Urbane Security,"Chicago, IL",https://www.indeed.com/viewJob?jk=76e296fd764dfbf0
Backend Python Engineer,Numerator,"Chicago, IL",https://www.indeed.com/viewJob?jk=d5bf773c90d75e65
DATA ENGINEER - PYTHON,InspiHER Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=5732877f8ca61370
Data Journalist,Saggezza,"Chicago, IL",https://www.indeed.com/viewJob?jk=271c886527196afc
Data Analyst,#TeamGoHealth,"Chicago, IL",https://www.indeed.com/viewJob?jk=d9ab0c75ff8dfcd2
Senior Sales Engineer,"Agiloft, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=a6ca70e6245c5259
Python Developer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=61e682d6ec3e55c7
BI Developer,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fb2a9b131e4d1b5
Data Engineer,Spectrum Communications & Consulting Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=4dc00349fdaaf199
Data Analyst,International Financial Group (IFG),"Chicago, IL",https://www.indeed.com/viewJob?jk=c9079614a35a1ce6
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
Quantitative Trading Analyst,Old Mission Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=d945c951efaad89d
Marketing Analytics Analyst,Peri Formwork Systems - USA,"Chicago, IL",https://www.indeed.com/viewJob?jk=9dd7c93c925e850c
Global Macro News Analyst,IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=63e3c1004854585c
Quant Research Intern (Summer 2021),IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=d7007d3716738693
Junior Partner Integration Engineer,Zumper,"Chicago, IL",https://www.indeed.com/viewJob?jk=e24cf7a6b439e782
RISK SPECIALIST,InspiHER Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=4cb8021acdc49548
Middle Office Analyst,Old Mission Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=4b28365d30d5c0a2
C++ Software Engineer - HFT Trading,EmeraldAI,"Chicago, IL",https://www.indeed.com/viewJob?jk=6903c74b030b40ec
QA Engineer,RedShelf,"Chicago, IL",https://www.indeed.com/viewJob?jk=6cb7d6ac610080b6
Full Stack Developer,Northern Trust Corp.,"Chicago, IL",https://www.indeed.com/viewJob?jk=d0d06b2e43976169
HR Data Analyst,S & C Electric Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=c083c994066fb8a7
Sr Production Support Analyst,Publicis Sapient,"Chicago, IL",https://www.indeed.com/viewJob?jk=c94ffe4eeb2a12ca
Execution Risk Analyst (Chicago),Capital Management,"Chicago, IL",https://www.indeed.com/viewJob?jk=0d4410eb42a322eb
FULL STACK DEVELOPER FEATURED,Sinai Health System,"Chicago, IL",https://www.indeed.com/viewJob?jk=2da129a44531f32c
Senior Software Engineer,Kin Insurance,"Chicago, IL",https://www.indeed.com/viewJob?jk=f4fd3a7f8eb20ed7
"Business Intelligence Analyst - Oak Brook, IL",Athletico,"Oak Brook, IL",https://www.indeed.com/viewJob?jk=f975f1feb422b841
Research Data Analyst,Northwestern University,"Chicago, IL",https://www.indeed.com/viewJob?jk=1a3a361c5462e714
Junior Trading and Technology Support Engineer,Capital Management,"Chicago, IL",https://www.indeed.com/viewJob?jk=4fa1eed67822dde7
Azure Cloud Engineer,Vertical Trail,"Chicago, IL",https://www.indeed.com/viewJob?jk=7bc44d8e2dc880bf
Director of Creative Technology,We Are Envoy,"Chicago, IL",https://www.indeed.com/viewJob?jk=5cb1f371b24f7eb9
Junior Quantitative Developer,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=a271253e9e1b0dcf
IT Data Engineer,Clear Spring Health,"Chicago, IL",https://www.indeed.com/viewJob?jk=9a15cff341b2a7d1
RF Propagation Engineer,Motorola Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=b3443a4b56340a92
Quantitative Analyst,Old Mission Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=cfb4e4b5b5fa63f2
Computational Scientist-Text Analysis,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=b554576ac26f24df
Software Developer,Thine,"Chicago, IL",https://www.indeed.com/viewJob?jk=2984b4b4b2966458
Junior Hybrid Trader Intern - Winter 2021,Belvedere Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=a732755b39e74f5d
Development Operations Engineer,Ryerson,"Lisle, IL",https://www.indeed.com/viewJob?jk=3c1ba10813a96ff3
"Software Engineer, C++ (FICC Options)",DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=689bdb0f4d37f350
Software Engineer - Full Stack,Foxtrot,"Chicago, IL",https://www.indeed.com/viewJob?jk=47df61d345dad4b6
Data Scientist,Northwestern University,"Evanston, IL",https://www.indeed.com/viewJob?jk=5f823b9cceaf65d2
Junior Front-End Designer/Developer,Persado,"Chicago, IL",https://www.indeed.com/viewJob?jk=f711134b5d4e8c39
Analytics Consultant-Retail,Infosys Limited,"Chicago, IL",https://www.indeed.com/viewJob?jk=f9bc26ceca01903f
"Senior Quantitative Researcher, FICC Options Trading",DRW,"Chicago, IL",https://www.indeed.com/viewJob?jk=b07b1b9a74942660
Node.js Developer - Remote,Addteq,"Chicago, IL",https://www.indeed.com/viewJob?jk=e6d892a31d22772b
Software Development Engineer I - UI,Expedia Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=a4235171e0c1f79b
Summer Engineering Associate—Startup Camp,Fulcrum Global Technologies,"Chicago, IL",https://www.indeed.com/viewJob?jk=f035889713710f7c
Data Scientist,MessageControl,"Chicago, IL",https://www.indeed.com/viewJob?jk=fa499f5b615da6e6
2021 General Business MBA Internship Program,Discover Financial Services,"Riverwoods, IL",https://www.indeed.com/viewJob?jk=3bf70f85533264e3
Campus: Quantitative Research Intern (Summer 2021),Optiver US,"Chicago, IL",https://www.indeed.com/viewJob?jk=631819ca8c1a985e
Analytics Consultant,Northwestern Medicine,"Chicago, IL",https://www.indeed.com/viewJob?jk=6af39c3b63d565b0
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
Sales Engineer,Keboola LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=1833bd537df7d42f
Junior Developer - C++,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=97d7b85dbc53920a
Junior Quantitative Developer - Data Analysis,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=6f11d0525bf1f611
Data Architect,next generation technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=e0707f08fe99b7a1
"Program Manager, Analytics",MoLo Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=203beb519f469b9e
Informatics Lead,Humana,"Chicago, IL",https://www.indeed.com/viewJob?jk=c9a516740cf54a2a
"Quality Assurance Engineer - Chicago, IL",NowSecure,"Chicago, IL",https://www.indeed.com/viewJob?jk=c9f59474f22ff644
Data Scientist,Waystar,"Chicago, IL",https://www.indeed.com/viewJob?jk=04c963d63258081b
Software Developer Python WebUI,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=83263fa5520679cb
Software Engineer,"A4SAFE, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=aad20d1f9a386925
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
"Software Engineer, C++ (FICC Options)",DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=689bdb0f4d37f350
Software Engineer - Full Stack,Foxtrot,"Chicago, IL",https://www.indeed.com/viewJob?jk=47df61d345dad4b6
Data Scientist,Northwestern University,"Evanston, IL",https://www.indeed.com/viewJob?jk=5f823b9cceaf65d2
Junior Front-End Designer/Developer,Persado,"Chicago, IL",https://www.indeed.com/viewJob?jk=f711134b5d4e8c39
Analytics Consultant-Retail,Infosys Limited,"Chicago, IL",https://www.indeed.com/viewJob?jk=f9bc26ceca01903f
"Senior Quantitative Researcher, FICC Options Trading",DRW,"Chicago, IL",https://www.indeed.com/viewJob?jk=b07b1b9a74942660
100% Remote Scala Consultant,Vaco,"Chicago, IL",https://www.indeed.com/viewJob?jk=d620394705991eac
Node.js Developer - Remote,Addteq,"Chicago, IL",https://www.indeed.com/viewJob?jk=e6d892a31d22772b
Software Development Engineer I - UI,Expedia Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=a4235171e0c1f79b
Summer Engineering Associate—Startup Camp,Fulcrum Global Technologies,"Chicago, IL",https://www.indeed.com/viewJob?jk=f035889713710f7c
Data Scientist,MessageControl,"Chicago, IL",https://www.indeed.com/viewJob?jk=fa499f5b615da6e6
2021 General Business MBA Internship Program,Discover Financial Services,"Riverwoods, IL",https://www.indeed.com/viewJob?jk=3bf70f85533264e3
Campus: Quantitative Research Intern (Summer 2021),Optiver US,"Chicago, IL",https://www.indeed.com/viewJob?jk=631819ca8c1a985e
Analytics Consultant,Northwestern Medicine,"Chicago, IL",https://www.indeed.com/viewJob?jk=6af39c3b63d565b0
Sales Engineer,Keboola LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=1833bd537df7d42f
Junior Developer - C++,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=97d7b85dbc53920a
Junior Quantitative Developer - Data Analysis,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=6f11d0525bf1f611
Data Architect,next generation technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=e0707f08fe99b7a1
"Program Manager, Analytics",MoLo Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=203beb519f469b9e
Informatics Lead,Humana,"Chicago, IL",https://www.indeed.com/viewJob?jk=c9a516740cf54a2a
"Quality Assurance Engineer - Chicago, IL",NowSecure,"Chicago, IL",https://www.indeed.com/viewJob?jk=c9f59474f22ff644
Data Scientist,Waystar,"Chicago, IL",https://www.indeed.com/viewJob?jk=04c963d63258081b
Data Analyst,FAMILY INSTITUTE,"Chicago, IL",https://www.indeed.com/viewJob?jk=3c644a3be91ea307
Quantitative Data Analyst,Polaris7,"Chicago, IL",https://www.indeed.com/viewJob?jk=dae6ede25421deaa
Cyber Security IAM Specialist - BlueCross BlueShield,Skills for Chicagoland's Future,"Chicago, IL",https://www.indeed.com/viewJob?jk=4611a6c427403b0d
Quantitative Research Analyst,Galaxy Tek Hires,"Chicago, IL",https://www.indeed.com/viewJob?jk=2f638a3724f2d38a
Software Engineer,Denim Social,"Chicago, IL",https://www.indeed.com/viewJob?jk=8738e57d7b520418
Digital Strategist,AL Media,"Chicago, IL",https://www.indeed.com/viewJob?jk=994d853c156aaf7f
Senior Creative Software Engineer,We Are Envoy,"Chicago, IL",https://www.indeed.com/viewJob?jk=d4053eb06c1d48d4
"Software Engineer, Web Applications",Wargaming,"Chicago, IL",https://www.indeed.com/viewJob?jk=675e842c61dca51f
Credit Risk Analyst,OppLoans,"Chicago, IL",https://www.indeed.com/viewJob?jk=f48e758a5ef47454
Senior Data Scientist,"Mastery Logistics Systems, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=193cd7c0d4bf6e69
Entry Level Programmer Analyst,IDT Consulting,"Itasca, IL",https://www.indeed.com/viewJob?jk=526854d4f78f155a
Technical Blog Writer,"Aptude, Inc","Lisle, IL",https://www.indeed.com/viewJob?jk=aa21650d83ff7053
Web Developer,"Perficient, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=ffa0aa6aaf94d94d
Reality Capture Intern,HELIX RE,"Chicago, IL",https://www.indeed.com/viewJob?jk=14f68dd3598f4d01
Operational Insights Analyst,Avant,"Chicago, IL",https://www.indeed.com/viewJob?jk=671fd98916bc9b0a
Backend Developer/Software Engineer,All Campus,"Chicago, IL",https://www.indeed.com/viewJob?jk=2cc3051f1d2917f8
Data Engineer,"Cloudbakers, LLC","Chicago, IL",https://www.indeed.com/viewJob?jk=05f46296299e81c4
Strategy & Operations Analyst,"Groupon, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=9b2586bfe0bb67f4
Data Scientist,WALGREENS,"Chicago, IL",https://www.indeed.com/viewJob?jk=15b1ba7728d43d3c
CLIENT SUCCESS ENGINEER,InspiHER Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=b7c7c0212dab9ab4
Mid Level DevOps Engineer - Remote,Addteq,"Chicago, IL",https://www.indeed.com/viewJob?jk=f853e10a67e8b322
Systems Engineer (Weekday Shift) 20-0407,Relativity,"Chicago, IL",https://www.indeed.com/viewJob?jk=d781d038f11aaf9a
SOFTWARE ENGINEER,InspiHER Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=655dede404d81fcb
Graduate Quant Trader,IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=bca0601a838b8048
Customer Success Engineer - Cortex,Palo Alto Networks,"Chicago, IL",https://www.indeed.com/viewJob?jk=7a2a30fb96c52290
Data Scientist (Contractor),ARYZTA Careers,"Chicago, IL",https://www.indeed.com/viewJob?jk=68e5e0ff6be66f7a
QUANTITATIVE DEVELOPER,InspiHER Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=0dad127de4de737f
"Software Engineer (Java, Python, and/or Scala)",iknowvate technologies,"Chicago, IL",https://www.indeed.com/viewJob?jk=d2f32e8d9fa8658b
"Software Engineer, Surveillance",DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=f9c3baebcedd874f
Strategy Manager - Chicago,Relayr,"Chicago, IL",https://www.indeed.com/viewJob?jk=e90a65340e1c2fa0
Commodities Analyst,CITADEL ENTERPRISE EUROPE LIMITED,"Chicago, IL",https://www.indeed.com/viewJob?jk=ff096cd8df52f7ee
Analyste quantitatif,Quanteam,"Chicago, IL",https://www.indeed.com/viewJob?jk=ed96b9c510b47bc2
Team Advisor,National Student Leadership Conference,"Chicago, IL",https://www.indeed.com/viewJob?jk=eaa9629ba62f35b3
Sr. Software Developer II,Koch Business Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=81ea7361e055ace4
Quantitative Researcher,Axiom Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=65560e18375f3d6f
Junior Quantitative Researcher - Machine Learning,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=6327bd910dc930a5
Security Research Engineer,Kenna Security,"Chicago, IL",https://www.indeed.com/viewJob?jk=d27ff308c00d8934
Data Scientist,Kemper,"Chicago, IL",https://www.indeed.com/viewJob?jk=8e52b4f159ae6c18
Professional Services Consultant - SecOps SOAR (Remote),Palo Alto Networks,"Chicago, IL",https://www.indeed.com/viewJob?jk=58caa524fdde8064
"Senior Quantitative Researcher, FICC Options Trading",DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=a96b6b7d860f5c59
Software Engineer Autonomous Vehicle - C++ & Python | San Diego,"TuSimple, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=e0e80275de715e78
Data Scientist,"Groupon, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=075d55f9945e0193
DevOps Engineer,QsrSoft,"Lombard, IL",https://www.indeed.com/viewJob?jk=16f381c192656629
"Development Internship, Summer 2021",Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=b0a21865a49fbfbe
Artificial Intelligence,ZLLIUS,"Chicago, IL",https://www.indeed.com/viewJob?jk=598b5adf0c13b294
Associate Platform Support Specialist,OneSpan,"Chicago, IL",https://www.indeed.com/viewJob?jk=9f9c718e72310f9f
Team Lead Engineer - Multimedia (visa sponsorship for Canada),Québec Immigration Office,"Chicago, IL",https://www.indeed.com/viewJob?jk=2802ff26aabc9435
"Agile Software Engineer - Chicago, IL",U.S. Bank,"Chicago, IL",https://www.indeed.com/viewJob?jk=1ed8c7971b95a2d9
Security Analyst I - Third Shift,5thColumn,"Chicago, IL",https://www.indeed.com/viewJob?jk=f7c626ce3ef1fb9f
Data Engineer,Kar Global,"Chicago, IL",https://www.indeed.com/viewJob?jk=e51bef25c9ff6a92
Outsights Data Scientist/Analyst,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=e766a543be68d93a
Data Scientist,Colsh Consultants,"Chicago, IL",https://www.indeed.com/viewJob?jk=0d769cb666598d36
Data Architect (Senior Role),Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=946f5bbe4c6eddfc
Financial Data Exchange -A DDA / FDX API developer with OAuth 2,CapB InfoteK,"Chicago, IL",https://www.indeed.com/viewJob?jk=2b324b89522d4860
Software Engineer,"A4SAFE, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=aad20d1f9a386925
Experienced Discretionary Trader,"Gelber Group, LLC","Chicago, IL",https://www.indeed.com/viewJob?jk=43821a7c5ab63209
Software Development Engineer (Fullstack),4C Insights,"Chicago, IL",https://www.indeed.com/viewJob?jk=eee5553f2a311e80
Application Support Engineer,Redwood Logistics,"Chicago, IL",https://www.indeed.com/viewJob?jk=53dc623d7a281501
Business System Manager,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=4f7f2e367a0a2c0d
C++ DEVELOPER - LINUX,InspiHER Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=a003de7969bcd7a6
Platform Analyst,Huron Consulting Group Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=bc5df40d9dbd3f0a
Applications Developer 1,Oracle,"Deerfield, IL",https://www.indeed.com/viewJob?jk=6608f97538cdaef8
Full Stack Developer,Syngenta,"Chicago, IL",https://www.indeed.com/viewJob?jk=0a87f5afdda66097
Senior Software Engineer,Double Good,"Chicago, IL",https://www.indeed.com/viewJob?jk=81797b2992d4bcb2
Operators - Support,"Software Solutions, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=8d3fe40c6bac77b7
Windows Engineer,Optiver US,"Chicago, IL",https://www.indeed.com/viewJob?jk=75cf6bdb4477ce9f
"Analytics Ops Analyst, Sr",Conversant Media,"Chicago, IL",https://www.indeed.com/viewJob?jk=27d92bc740593601
.NET Developer,Medtelligent,"Chicago, IL",https://www.indeed.com/viewJob?jk=518692bc326fe65f
Research Methodologist,NORC at the University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=bda377c108146bf8
Network Security Analyst,onShore,"Chicago, IL",https://www.indeed.com/viewJob?jk=aab46cf055282bae
Web Development Instructor,Code Platoon,"Chicago, IL",https://www.indeed.com/viewJob?jk=2a0a5bec725a1c91
Senior HFT Futures Quantitative Research Scientist,Quantlab,"Chicago, IL",https://www.indeed.com/viewJob?jk=ee32b0c80fd3dcd1
Machine Learning Ops Engineer,Numerator,"Chicago, IL",https://www.indeed.com/viewJob?jk=5c859c1ba5c30063
Data Scientist,Strong Analytics,"Chicago, IL",https://www.indeed.com/viewJob?jk=7f7fed50dbc1d53b
Senior Associate - Penetration Testing,Urbane Security,"Chicago, IL",https://www.indeed.com/viewJob?jk=6c26feeba7dc7d18
Sr. Full-Stack Software Developer (Working Remote),"Jio, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=e4fbdb67172c298e
CHI - Software Architecture & Engineering,Daugherty Business Solutions,"Oakbrook Terrace, IL",https://www.indeed.com/viewJob?jk=0ef905dd814e53c3
Senior Full Stack Software Engineer,Deepgram,"Chicago, IL",https://www.indeed.com/viewJob?jk=f5c10af79cdb1af6
Software Developer Python WebUI,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=83263fa5520679cb
Python Developer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=61e682d6ec3e55c7
Data Analyst,International Financial Group (IFG),"Chicago, IL",https://www.indeed.com/viewJob?jk=c9079614a35a1ce6
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
Senior Sales Engineer,"Agiloft, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=a6ca70e6245c5259
BI Developer,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fb2a9b131e4d1b5
Data Engineer,Spectrum Communications & Consulting Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=4dc00349fdaaf199
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
Windows Engineer,Optiver US,"Chicago, IL",https://www.indeed.com/viewJob?jk=75cf6bdb4477ce9f
Outsights Data Scientist/Analyst,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=e766a543be68d93a
Software Engineer,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=50133499a97706c8
Sales Engineer,Virtual Iron,"Chicago, IL",https://www.indeed.com/viewJob?jk=019f0fd59330c0a9
Associate,Exponent,"Chicago, IL",https://www.indeed.com/viewJob?jk=21d30f35412c463b
Analytics Engineer,Clearcover,"Chicago, IL",https://www.indeed.com/viewJob?jk=bf0fa7274d2ae28c
Data Engineer,Strong Analytics,"Chicago, IL",https://www.indeed.com/viewJob?jk=d959cde5c5bdefb4
Software Engineer II,Capital Management,"Chicago, IL",https://www.indeed.com/viewJob?jk=f327bfa358c88b5a
Modern Applications Engineer,Capax Global LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=3507db78d9803832
Data Analyst,Engineering USA,"Chicago, IL",https://www.indeed.com/viewJob?jk=b34d560ded09ed17
2021 General Business MBA Leadership Program (Full-Time),Discover Financial Services,"Riverwoods, IL",https://www.indeed.com/viewJob?jk=fc7122d9f41743f3
Simulation Engineer,Engineering USA,"Chicago, IL",https://www.indeed.com/viewJob?jk=915fb2a66314e92e
Python Machine Learning Engineer,Tiger Analytics,"Chicago, IL",https://www.indeed.com/viewJob?jk=619f46a33fdc1fb3
